"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.competition_condition"	"Answer.evidence_condition"	"Answer.initials_provided_by_participant"	"Answer.DW_strength"	"Answer.strength_of_average_player"	"Answer.role_of_luck_in_game"	"Answer.expectation_of_winning"	"Answer.DW_check"	"Answer.familiarization_check"	"Answer.DW_accuracy_check"	"Answer.overall_check"	"Answer.final_comments"
"3Y3N5A7N4GAOWI9IUSMIPIUI6E8MY1"	"3H9KHFULG43W6IOJAUMQZYQKKDEECI"	"Competition study"	"Play a 2-4 minute game and complete a brief survey"	"competition, game, study, experiment"	"$0.25"	"Mon May 26 16:35:00 EDT 2014"	"145"	"0"	"0"	"145"	"Reviewable"	"NotReviewed"	"1 condition"	"600"	"60000"	"Mon Jun 02 16:35:00 EDT 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=3Y3N5A7N4GAOWI9IUSMIPIUI6E8MY1"	"37FMASSAYCS89BNAPNF7DXLJ9GWBIU"	"A1ZBP0B1FAZAH1"	"Approved"	"Tue May 27 09:33:11 EDT 2014"	"Mon May 26 16:50:50 EDT 2014"	"Mon May 26 16:53:11 EDT 2014"	"Mon May 26 17:16:31 EDT 2014"	""	""	""	""	"0"	"1"	"""lh"""	"0.8326923076923077"	"0.375"	"0.18736686808894232"	"0.6423076923076924"	"""opponent"""	"""2"""	"""2"""	""" no"""	""" """
"3Y3N5A7N4GAOWI9IUSMIPIUI6E8MY1"	"3H9KHFULG43W6IOJAUMQZYQKKDEECI"	"Competition study"	"Play a 2-4 minute game and complete a brief survey"	"competition, game, study, experiment"	"$0.25"	"Mon May 26 16:35:00 EDT 2014"	"145"	"0"	"0"	"145"	"Reviewable"	"NotReviewed"	"1 condition"	"600"	"60000"	"Mon Jun 02 16:35:00 EDT 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=3Y3N5A7N4GAOWI9IUSMIPIUI6E8MY1"	"3P59JYT76LL4UC3P06L0QBKOQRZ2T0"	"A395MYCA9M7KGF"	"Approved"	"Tue May 27 09:33:28 EDT 2014"	"Mon May 26 16:49:12 EDT 2014"	"Mon May 26 16:53:28 EDT 2014"	"Mon May 26 17:16:31 EDT 2014"	""	""	""	""	"0"	"1"	"""DB"""	"0.7870595523886634"	"0.7057398778920309"	"0.2519280205655527"	"0.5542255784061697"	"""partner"""	"""2"""	"""2"""	""" """	""" """
"3Y3N5A7N4GAOWI9IUSMIPIUI6E8MY1"	"3H9KHFULG43W6IOJAUMQZYQKKDEECI"	"Competition study"	"Play a 2-4 minute game and complete a brief survey"	"competition, game, study, experiment"	"$0.25"	"Mon May 26 16:35:00 EDT 2014"	"145"	"0"	"0"	"145"	"Reviewable"	"NotReviewed"	"1 condition"	"600"	"60000"	"Mon Jun 02 16:35:00 EDT 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=3Y3N5A7N4GAOWI9IUSMIPIUI6E8MY1"	"3OE22WJIGIP0M8KZ2M1BRP4TPBKQUT"	"A8BGHKGBA8O33"	"Approved"	"Tue May 27 09:34:21 EDT 2014"	"Mon May 26 16:51:11 EDT 2014"	"Mon May 26 16:54:21 EDT 2014"	"Mon May 26 17:16:31 EDT 2014"	""	""	""	""	"0"	"0"	"""dc"""	"0.9903846153846154"	"0.3956663457884615"	"0.6230847199230769"	"0.6449898272307693"	"""opponent"""	"""8"""	"""8"""	""" Nothing strange at all."""	""" No comment."""
"3Y3N5A7N4GAOWI9IUSMIPIUI6E8MY1"	"3H9KHFULG43W6IOJAUMQZYQKKDEECI"	"Competition study"	"Play a 2-4 minute game and complete a brief survey"	"competition, game, study, experiment"	"$0.25"	"Mon May 26 16:35:00 EDT 2014"	"145"	"0"	"0"	"145"	"Reviewable"	"NotReviewed"	"1 condition"	"600"	"60000"	"Mon Jun 02 16:35:00 EDT 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=3Y3N5A7N4GAOWI9IUSMIPIUI6E8MY1"	"39LOEL67OS6AHA7K18OAIPTTISE38N"	"A3F90N8YVKJ4I7"	"Approved"	"Tue May 27 09:34:47 EDT 2014"	"Mon May 26 16:51:38 EDT 2014"	"Mon May 26 16:54:47 EDT 2014"	"Mon May 26 17:16:31 EDT 2014"	""	""	""	""	"2"	"1"	"""MR"""	"0.8966346153846154"	"0.5865384615384616"	"0.28365384615384615"	"0.43028846153846156"	"""opponent"""	"""2"""	"""2"""	""" No."""	""" No comments."""
"3Y3N5A7N4GAOWI9IUSMIPIUI6E8MY1"	"3H9KHFULG43W6IOJAUMQZYQKKDEECI"	"Competition study"	"Play a 2-4 minute game and complete a brief survey"	"competition, game, study, experiment"	"$0.25"	"Mon May 26 16:35:00 EDT 2014"	"145"	"0"	"0"	"145"	"Reviewable"	"NotReviewed"	"1 condition"	"600"	"60000"	"Mon Jun 02 16:35:00 EDT 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=3Y3N5A7N4GAOWI9IUSMIPIUI6E8MY1"	"386PBUZZXFYGHVTSYIP131WOYPZLJ3"	"ARLSOH5YMGJGN"	"Approved"	"Tue May 27 09:34:55 EDT 2014"	"Mon May 26 16:50:59 EDT 2014"	"Mon May 26 16:54:55 EDT 2014"	"Mon May 26 17:16:31 EDT 2014"	""	""	""	""	"2"	"1"	"""brc"""	"0.7221963799815123"	"0.26119402985074625"	"0.6268656716417911"	"0.38308457711442784"	"""opponent"""	"""2"""	"""2"""	""" no"""	""" """
"3Y3N5A7N4GAOWI9IUSMIPIUI6E8MY1"	"3H9KHFULG43W6IOJAUMQZYQKKDEECI"	"Competition study"	"Play a 2-4 minute game and complete a brief survey"	"competition, game, study, experiment"	"$0.25"	"Mon May 26 16:35:00 EDT 2014"	"145"	"0"	"0"	"145"	"Reviewable"	"NotReviewed"	"1 condition"	"600"	"60000"	"Mon Jun 02 16:35:00 EDT 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=3Y3N5A7N4GAOWI9IUSMIPIUI6E8MY1"	"3GU1KF0O4I20QXAE2I5RMUMVVURBP6"	"A1KFK92GEFQ9F5"	"Approved"	"Tue May 27 09:34:57 EDT 2014"	"Mon May 26 16:52:55 EDT 2014"	"Mon May 26 16:54:57 EDT 2014"	"Mon May 26 17:16:31 EDT 2014"	""	""	""	""	"2"	"1"	"""er"""	"0.6920152091254753"	"0.596958174904943"	"0.3574144486692015"	"0.08745247148288973"	"""opponent"""	"""2"""	"""5"""	""" none strange everything was good"""	""" """
"3Y3N5A7N4GAOWI9IUSMIPIUI6E8MY1"	"3H9KHFULG43W6IOJAUMQZYQKKDEECI"	"Competition study"	"Play a 2-4 minute game and complete a brief survey"	"competition, game, study, experiment"	"$0.25"	"Mon May 26 16:35:00 EDT 2014"	"145"	"0"	"0"	"145"	"Reviewable"	"NotReviewed"	"1 condition"	"600"	"60000"	"Mon Jun 02 16:35:00 EDT 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=3Y3N5A7N4GAOWI9IUSMIPIUI6E8MY1"	"3U088ZLJVKUPQJ45GOMXU7Y8XNX0W4"	"A3422FS8PT4NQC"	"Approved"	"Tue May 27 09:35:03 EDT 2014"	"Mon May 26 16:53:26 EDT 2014"	"Mon May 26 16:55:03 EDT 2014"	"Mon May 26 17:16:32 EDT 2014"	""	""	""	""	"1"	"1"	"""MLM"""	"0.8822115384615384"	"0.6201923076923077"	"0.5721153846153846"	"0.6658653846153846"	"""partner"""	"""2"""	"""2"""	""" """	""" """
"3Y3N5A7N4GAOWI9IUSMIPIUI6E8MY1"	"3H9KHFULG43W6IOJAUMQZYQKKDEECI"	"Competition study"	"Play a 2-4 minute game and complete a brief survey"	"competition, game, study, experiment"	"$0.25"	"Mon May 26 16:35:00 EDT 2014"	"145"	"0"	"0"	"145"	"Reviewable"	"NotReviewed"	"1 condition"	"600"	"60000"	"Mon Jun 02 16:35:00 EDT 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=3Y3N5A7N4GAOWI9IUSMIPIUI6E8MY1"	"3Z7VU45IPYITR3USNUA47GB0JH7Z1W"	"A207IHY6GERCFO"	"Approved"	"Tue May 27 09:35:18 EDT 2014"	"Mon May 26 16:53:27 EDT 2014"	"Mon May 26 16:55:18 EDT 2014"	"Mon May 26 17:16:32 EDT 2014"	""	""	""	""	"1"	"1"	"""XX"""	"0.8391421729693783"	"0.5308311810122738"	"0.5978553096986009"	"0.8042896260524882"	"""partner"""	"""2"""	"""2"""	""" no"""	""" no"""
"3Y3N5A7N4GAOWI9IUSMIPIUI6E8MY1"	"3H9KHFULG43W6IOJAUMQZYQKKDEECI"	"Competition study"	"Play a 2-4 minute game and complete a brief survey"	"competition, game, study, experiment"	"$0.25"	"Mon May 26 16:35:00 EDT 2014"	"145"	"0"	"0"	"145"	"Reviewable"	"NotReviewed"	"1 condition"	"600"	"60000"	"Mon Jun 02 16:35:00 EDT 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=3Y3N5A7N4GAOWI9IUSMIPIUI6E8MY1"	"36PW28KO4ZXRAWGWNQPKX73LZ54EAT"	"A16TESTJICU76L"	"Approved"	"Tue May 27 09:35:21 EDT 2014"	"Mon May 26 16:53:16 EDT 2014"	"Mon May 26 16:55:21 EDT 2014"	"Mon May 26 17:16:32 EDT 2014"	""	""	""	""	"0"	"0"	"""AV"""	"0.9999999457947103"	"0.6838365354927565"	"0.32504435076806726"	"0.5364120239474633"	"""opponent"""	"""8"""	"""8"""	""" No"""	""" Thanks"""
"3Y3N5A7N4GAOWI9IUSMIPIUI6E8MY1"	"3H9KHFULG43W6IOJAUMQZYQKKDEECI"	"Competition study"	"Play a 2-4 minute game and complete a brief survey"	"competition, game, study, experiment"	"$0.25"	"Mon May 26 16:35:00 EDT 2014"	"145"	"0"	"0"	"145"	"Reviewable"	"NotReviewed"	"1 condition"	"600"	"60000"	"Mon Jun 02 16:35:00 EDT 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=3Y3N5A7N4GAOWI9IUSMIPIUI6E8MY1"	"3SUWZRL0MYEQNU4TXD88H21Z3MEE63"	"APSP9NBS1JLLB"	"Approved"	"Tue May 27 09:35:24 EDT 2014"	"Mon May 26 16:52:58 EDT 2014"	"Mon May 26 16:55:24 EDT 2014"	"Mon May 26 17:16:32 EDT 2014"	""	""	""	""	"1"	"1"	"""RM"""	"0.8030770169771635"	"0.5969230769230769"	"0.32"	"0.64"	"""partner"""	"""2"""	"""2"""	""" """	""" """
"3Y3N5A7N4GAOWI9IUSMIPIUI6E8MY1"	"3H9KHFULG43W6IOJAUMQZYQKKDEECI"	"Competition study"	"Play a 2-4 minute game and complete a brief survey"	"competition, game, study, experiment"	"$0.25"	"Mon May 26 16:35:00 EDT 2014"	"145"	"0"	"0"	"145"	"Reviewable"	"NotReviewed"	"1 condition"	"600"	"60000"	"Mon Jun 02 16:35:00 EDT 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=3Y3N5A7N4GAOWI9IUSMIPIUI6E8MY1"	"3HMVI3QICJTTMDKNR88LT92YDN2Y13"	"A3FY350Q19GO3H"	"Approved"	"Tue May 27 09:35:35 EDT 2014"	"Mon May 26 16:52:12 EDT 2014"	"Mon May 26 16:55:35 EDT 2014"	"Mon May 26 17:16:39 EDT 2014"	""	""	""	""	"1"	"1"	"""AP"""	"0.615812168549881"	"0.5660861184158325"	"0.5798421184158326"	"0.4566948143106282"	"""opponent"""	"""5"""	"""2"""	""" """	""" """
"3Y3N5A7N4GAOWI9IUSMIPIUI6E8MY1"	"3H9KHFULG43W6IOJAUMQZYQKKDEECI"	"Competition study"	"Play a 2-4 minute game and complete a brief survey"	"competition, game, study, experiment"	"$0.25"	"Mon May 26 16:35:00 EDT 2014"	"145"	"0"	"0"	"145"	"Reviewable"	"NotReviewed"	"1 condition"	"600"	"60000"	"Mon Jun 02 16:35:00 EDT 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=3Y3N5A7N4GAOWI9IUSMIPIUI6E8MY1"	"3VJ40NV2QIOI1JSUN4JXXONRRWVTOX"	"ACOKFBC75D5OR"	"Approved"	"Tue May 27 09:35:56 EDT 2014"	"Mon May 26 16:52:22 EDT 2014"	"Mon May 26 16:55:56 EDT 2014"	"Mon May 26 17:16:39 EDT 2014"	""	""	""	""	"1"	"1"	"""JB"""	"0.7732342007434945"	"0.7434944237918215"	"0.22676579925650558"	"0.5018587360594795"	"""partner"""	"""2"""	"""2"""	""" Doesn't seem like the people are real, why would they have already done rounds then 2 with me"""	""" """
"3Y3N5A7N4GAOWI9IUSMIPIUI6E8MY1"	"3H9KHFULG43W6IOJAUMQZYQKKDEECI"	"Competition study"	"Play a 2-4 minute game and complete a brief survey"	"competition, game, study, experiment"	"$0.25"	"Mon May 26 16:35:00 EDT 2014"	"145"	"0"	"0"	"145"	"Reviewable"	"NotReviewed"	"1 condition"	"600"	"60000"	"Mon Jun 02 16:35:00 EDT 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=3Y3N5A7N4GAOWI9IUSMIPIUI6E8MY1"	"31Z0PCVWUKGBGD0V6I2VM21W17KT76"	"A3H0XGON3XVK12"	"Approved"	"Tue May 27 09:36:09 EDT 2014"	"Mon May 26 16:53:18 EDT 2014"	"Mon May 26 16:56:09 EDT 2014"	"Mon May 26 17:16:40 EDT 2014"	""	""	""	""	"0"	"1"	"""KN"""	"0.783068783068783"	"0.5687830687830688"	"0.4365079365079365"	"0.9947089947089947"	"""opponent"""	"""2"""	"""2"""	""" No"""	""" """
"3Y3N5A7N4GAOWI9IUSMIPIUI6E8MY1"	"3H9KHFULG43W6IOJAUMQZYQKKDEECI"	"Competition study"	"Play a 2-4 minute game and complete a brief survey"	"competition, game, study, experiment"	"$0.25"	"Mon May 26 16:35:00 EDT 2014"	"145"	"0"	"0"	"145"	"Reviewable"	"NotReviewed"	"1 condition"	"600"	"60000"	"Mon Jun 02 16:35:00 EDT 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=3Y3N5A7N4GAOWI9IUSMIPIUI6E8MY1"	"388U7OUMF72KINNJHUCR78QR58I0R1"	"A2C73Y1COWCA51"	"Approved"	"Tue May 27 09:36:11 EDT 2014"	"Mon May 26 16:50:55 EDT 2014"	"Mon May 26 16:56:11 EDT 2014"	"Mon May 26 17:16:40 EDT 2014"	""	""	""	""	"2"	"1"	"""wa"""	"0.7772020725388601"	"0.692532793846129"	"0.046632124352331605"	"0.7901554404145078"	"""opponent"""	"""2"""	"""2"""	""" no"""	""" """
"3Y3N5A7N4GAOWI9IUSMIPIUI6E8MY1"	"3H9KHFULG43W6IOJAUMQZYQKKDEECI"	"Competition study"	"Play a 2-4 minute game and complete a brief survey"	"competition, game, study, experiment"	"$0.25"	"Mon May 26 16:35:00 EDT 2014"	"145"	"0"	"0"	"145"	"Reviewable"	"NotReviewed"	"1 condition"	"600"	"60000"	"Mon Jun 02 16:35:00 EDT 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=3Y3N5A7N4GAOWI9IUSMIPIUI6E8MY1"	"3FE2ERCCZX9K9RZN6NADSEMU2TAOPN"	"ALEJV7D94ZLHF"	"Approved"	"Tue May 27 09:36:17 EDT 2014"	"Mon May 26 16:54:31 EDT 2014"	"Mon May 26 16:56:17 EDT 2014"	"Mon May 26 17:16:40 EDT 2014"	""	""	""	""	"1"	"1"	"""SS"""	"0.7342657342657343"	"0.8366045935160668"	"0.17639667103729603"	"0.6150462881228147"	"""partner"""	"""2"""	"""2"""	""" no"""	""" """
"3Y3N5A7N4GAOWI9IUSMIPIUI6E8MY1"	"3H9KHFULG43W6IOJAUMQZYQKKDEECI"	"Competition study"	"Play a 2-4 minute game and complete a brief survey"	"competition, game, study, experiment"	"$0.25"	"Mon May 26 16:35:00 EDT 2014"	"145"	"0"	"0"	"145"	"Reviewable"	"NotReviewed"	"1 condition"	"600"	"60000"	"Mon Jun 02 16:35:00 EDT 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=3Y3N5A7N4GAOWI9IUSMIPIUI6E8MY1"	"36WLNQG78ZBWT6LOT4PGSINRHNPEBO"	"A166A2M31CW2C7"	"Approved"	"Tue May 27 09:36:53 EDT 2014"	"Mon May 26 16:53:36 EDT 2014"	"Mon May 26 16:56:53 EDT 2014"	"Mon May 26 17:16:40 EDT 2014"	""	""	""	""	"0"	"0"	"""JP"""	"0.8365384615384616"	"0.6009615384615384"	"0.2774189284674918"	"0.6057692307692307"	"""opponent"""	"""8"""	"""8"""	""" """	""" """
